id,school,gender,age,study time,significant other,free time,social activities,weekday drinker,weekend drinker,totaldrinks,drinker,health
348,0,0,18,3,1,4,5,2,3,5,1,5
349,0,1,17,3,1,4,3,1,3,4,0,4
350,1,0,18,1,0,5,5,5,5,10,1,5
351,1,0,19,2,0,4,4,3,3,6,1,2
352,1,0,17,2,0,5,4,2,3,5,1,3
353,1,0,18,1,1,3,3,2,3,5,1,3
354,1,0,19,1,0,4,4,3,3,6,1,5
355,1,0,17,2,1,5,5,1,3,4,0,2
356,1,1,18,2,1,3,4,1,1,2,0,5
357,1,1,17,2,0,3,3,1,2,3,0,5
358,1,1,17,2,1,2,3,1,2,3,0,5
359,1,0,18,1,1,3,2,1,2,3,0,3
360,1,1,18,3,0,3,2,1,1,2,0,4
361,1,1,18,2,1,3,4,1,4,5,1,5
362,1,0,18,2,0,4,3,2,3,5,1,5
363,1,1,18,2,1,3,2,1,3,4,0,3
364,1,1,17,2,1,3,4,1,1,2,0,1
365,1,1,17,2,0,2,2,1,2,3,0,3
366,1,0,18,2,0,3,4,2,4,6,1,3
367,1,0,18,3,1,2,2,2,2,4,0,5
368,1,1,17,1,1,2,1,1,2,3,0,1
369,1,1,18,1,1,2,3,1,2,3,0,4
370,1,1,18,2,1,2,2,4,2,6,1,5
371,1,1,19,2,1,2,2,1,1,2,0,3
372,1,0,18,1,1,3,3,2,3,5,1,3
373,1,1,17,3,1,4,3,1,1,2,0,3
374,1,1,17,1,0,5,5,1,3,4,0,1
375,1,1,18,3,0,4,4,1,1,2,0,1
376,1,1,18,3,0,3,2,1,2,3,0,4
377,1,1,20,3,1,4,3,1,1,2,0,3
378,1,1,18,2,0,4,3,3,4,7,1,2
379,1,1,18,2,1,1,3,1,2,3,0,1
380,1,1,17,2,0,5,4,2,3,5,1,1
381,1,0,18,2,0,2,4,1,4,5,1,2
382,1,0,18,1,1,4,3,1,3,4,0,5
383,1,0,17,2,0,4,3,1,1,2,0,3
384,1,0,19,1,0,3,2,1,3,4,0,5
385,1,0,18,1,0,4,3,4,3,7,1,3
386,1,1,18,3,0,3,3,1,3,4,0,4
387,1,1,18,1,1,4,3,2,2,4,0,5
388,1,1,19,3,0,4,2,1,2,3,0,5
389,1,1,18,2,0,3,4,1,1,2,0,1
390,1,1,18,2,0,1,1,1,1,2,0,5
391,1,0,20,2,0,5,4,4,5,9,1,4
392,1,0,17,1,0,4,5,3,4,7,1,2
393,1,0,21,1,0,5,3,3,3,6,1,3
394,1,0,18,1,0,4,1,3,4,7,1,5
395,1,0,19,1,0,2,3,3,3,6,1,5
396,0,1,18,2,0,3,4,1,1,2,0,3
397,0,1,17,2,0,3,3,1,1,2,0,3
398,0,1,15,2,0,3,2,2,3,5,1,3
399,0,1,15,3,1,2,2,1,1,2,0,5
400,0,1,16,2,0,3,2,1,2,3,0,5
401,0,0,16,2,0,4,2,1,2,3,0,5
402,0,0,16,2,0,4,4,1,1,2,0,3
403,0,1,17,2,0,1,4,1,1,2,0,1
404,0,0,15,2,0,2,2,1,1,2,0,1
405,0,0,15,2,0,5,1,1,1,2,0,5
406,0,1,15,2,0,3,3,1,2,3,0,2
407,0,1,15,3,0,2,2,1,1,2,0,4
408,0,0,15,1,0,3,3,1,3,4,0,5
409,0,0,15,2,0,4,3,1,2,3,0,3
410,0,0,15,3,1,5,2,1,1,2,0,3
411,0,1,16,1,0,4,4,1,2,3,0,2
412,0,1,16,3,0,2,3,1,2,3,0,2
413,0,1,16,2,0,3,2,1,1,2,0,4
414,0,0,17,1,0,5,5,2,4,6,1,5
415,0,0,16,1,0,1,3,1,3,4,0,5
416,0,0,15,2,0,4,1,1,1,2,0,1
417,0,0,15,1,0,4,2,1,1,2,0,5
418,0,0,16,2,0,5,1,1,3,4,0,5
419,0,0,16,2,0,4,4,2,4,6,1,5
420,0,1,15,3,0,3,2,1,1,2,0,5
421,0,1,16,1,0,2,2,1,3,4,0,5
422,0,0,15,1,0,2,2,1,2,3,0,5
423,0,0,15,1,0,2,4,2,4,6,1,1
424,0,0,16,2,0,3,3,1,1,2,0,5
425,0,0,16,2,1,4,5,5,5,10,1,5
426,0,0,15,2,0,4,2,3,4,7,1,5
427,0,0,15,2,0,3,1,1,1,2,0,5
428,0,0,15,2,1,5,2,1,1,2,0,5
429,0,0,15,2,0,3,2,1,1,2,0,2
430,0,0,16,1,0,4,3,1,1,2,0,5
431,0,1,15,1,0,5,1,1,1,2,0,5
432,0,0,15,3,0,4,3,1,1,2,0,4
433,0,0,16,3,1,4,3,1,1,2,0,5
434,0,1,15,3,0,3,2,1,1,2,0,5
435,0,1,15,1,0,3,1,1,1,2,0,2
436,0,1,16,2,1,3,3,1,2,3,0,3
437,0,0,15,1,1,4,3,2,4,6,1,5
438,0,0,15,2,0,3,3,1,1,2,0,5
439,0,0,15,1,0,4,1,1,1,2,0,1
440,0,1,16,2,0,3,3,2,2,4,0,5
441,0,1,15,2,1,2,2,1,1,2,0,5
442,0,1,16,2,0,3,5,1,4,5,1,3
443,0,0,16,4,0,2,2,1,1,2,0,2
444,0,0,15,2,0,3,3,2,2,4,0,5
445,0,1,15,2,0,4,4,1,1,2,0,3
446,0,1,16,2,0,3,3,2,3,5,1,4
447,0,1,15,2,0,3,3,1,1,2,0,5
448,0,0,15,1,0,5,5,3,4,7,1,5
449,0,1,15,1,0,3,4,2,3,5,1,5
450,0,1,15,1,0,3,4,4,4,8,1,1
451,0,1,16,2,1,3,4,1,1,2,0,2
452,0,1,15,2,0,3,2,1,1,2,0,1
453,0,0,15,2,0,2,2,1,1,2,0,5
454,0,0,15,2,0,3,2,1,1,2,0,5
455,0,1,16,2,0,2,3,1,1,2,0,5
456,0,1,16,2,0,4,4,2,3,5,1,4
457,0,1,16,1,1,5,5,5,5,10,1,5
458,0,1,16,2,0,4,3,1,1,2,0,1
459,0,1,16,3,0,4,4,2,4,6,1,4
460,0,1,15,2,1,4,4,2,4,6,1,2
461,0,1,16,2,0,4,3,1,2,3,0,1
462,0,0,15,4,1,3,3,5,5,10,1,3
463,0,1,16,4,0,3,3,1,2,3,0,5
464,0,1,15,2,0,1,3,1,3,4,0,4
465,0,1,15,4,0,4,2,2,3,5,1,3
466,0,0,16,4,0,3,2,1,1,2,0,5
467,0,0,15,4,0,3,3,1,1,2,0,3
468,0,1,15,2,1,3,4,2,4,6,1,5
469,0,0,16,1,0,3,2,2,2,4,0,5
470,0,1,16,2,0,3,3,2,4,6,1,5
471,0,0,15,2,0,3,3,2,3,5,1,5
472,0,0,15,4,0,4,3,1,1,2,0,1
473,0,1,16,4,1,2,3,1,3,4,0,3
474,0,0,17,1,0,5,1,1,1,2,0,3
475,0,1,16,2,0,4,3,1,2,3,0,3
476,0,0,15,1,1,2,2,1,3,4,0,3
477,0,0,15,3,0,3,2,1,2,3,0,5
478,0,1,15,2,0,4,4,1,1,2,0,5
479,0,0,15,2,0,3,3,1,3,4,0,4
480,0,1,15,2,0,3,2,2,3,5,1,4
481,0,1,15,2,1,4,4,2,3,5,1,5
482,0,1,16,2,0,3,4,1,2,3,0,2
483,0,1,15,3,0,3,3,1,3,4,0,1
484,0,0,16,2,0,4,2,1,1,2,0,3
485,0,0,16,2,0,1,3,3,5,8,1,5
486,0,1,16,3,1,3,3,1,3,4,0,4
487,0,1,15,1,0,5,5,1,3,4,0,1
488,0,1,16,2,0,3,3,2,3,5,1,2
489,0,1,16,2,0,3,3,1,1,2,0,1
490,0,0,15,4,0,3,4,1,1,2,0,4
491,0,1,15,4,0,1,2,1,1,2,0,1
492,0,0,16,1,0,3,3,1,1,2,0,4
493,0,1,16,2,1,3,5,1,1,2,0,5
494,0,1,16,1,0,3,4,1,2,3,0,1
495,0,1,16,3,0,3,5,1,1,2,0,3
496,0,0,16,1,0,5,5,5,5,10,1,4
497,0,0,16,3,1,4,3,1,1,2,0,4
498,0,0,15,1,0,3,3,1,1,2,0,5
499,0,1,15,2,0,3,5,1,1,2,0,2
500,0,0,15,2,0,4,4,1,1,2,0,1
501,0,1,15,4,0,3,3,1,1,2,0,4
502,0,1,15,4,0,1,2,1,1,2,0,3
503,0,0,16,3,0,3,3,1,1,2,0,5
504,0,0,15,4,1,3,5,3,5,8,1,1
505,0,1,16,3,1,4,5,1,1,2,0,4
506,0,0,15,1,0,5,3,1,1,2,0,4
507,0,1,16,3,0,1,2,1,1,2,0,2
508,0,1,16,2,0,1,2,1,1,2,0,5
509,0,0,15,1,0,5,2,1,1,2,0,3
510,0,0,15,2,1,4,2,1,1,2,0,5
511,0,0,16,2,0,4,4,1,2,3,0,5
512,0,0,15,2,0,4,3,1,1,2,0,2
513,0,0,16,1,0,4,2,1,1,2,0,5
514,0,0,17,2,0,2,4,1,4,5,1,5
515,0,0,15,1,0,4,3,1,2,3,0,4
516,0,1,15,2,0,2,3,1,2,3,0,1
517,0,0,15,4,0,5,4,1,2,3,0,5
518,0,1,16,2,1,2,2,1,2,3,0,5
519,0,0,16,1,0,4,4,1,4,5,1,5
520,0,1,16,2,1,4,4,1,1,2,0,5
521,0,0,15,1,0,5,5,3,2,5,1,5
522,0,1,15,2,1,3,2,1,1,2,0,1
523,0,1,19,2,0,4,2,1,1,2,0,5
524,0,0,16,1,0,5,5,2,5,7,1,4
525,0,0,16,3,1,2,3,2,2,4,0,1
526,0,1,15,3,1,2,2,2,2,4,0,5
527,0,1,18,2,1,4,5,1,3,4,0,5
528,0,1,17,1,0,2,2,1,2,3,0,5
529,0,1,15,1,1,3,3,1,2,3,0,4
530,0,1,17,1,1,4,4,1,3,4,0,5
531,0,1,16,1,0,2,1,1,4,5,1,5
532,0,0,16,1,0,2,1,1,1,2,0,2
533,0,1,16,1,0,3,4,1,1,2,0,5
534,0,0,15,2,1,3,3,1,1,2,0,5
535,0,1,15,3,1,3,3,1,1,2,0,5
536,0,0,17,2,0,4,5,2,4,6,1,5
537,0,1,16,2,0,1,3,1,1,2,0,3
538,0,0,18,1,1,3,4,4,5,9,1,4
539,0,1,18,3,1,3,3,5,1,6,1,5
540,0,1,16,1,1,3,3,1,2,3,0,1
541,0,1,16,1,1,3,2,1,1,2,0,5
542,0,0,16,2,1,4,4,1,3,4,0,5
543,0,1,15,1,0,3,2,1,1,2,0,5
544,0,1,15,1,1,5,5,1,1,2,0,1
545,0,0,15,4,0,2,2,1,1,2,0,3
546,0,1,15,2,1,3,2,2,3,5,1,1
547,0,0,16,3,0,3,3,1,3,4,0,5
548,0,0,16,1,0,3,3,2,2,4,0,2
549,0,1,15,3,0,2,2,1,1,2,0,5
550,0,1,16,1,0,4,4,3,3,6,1,1
551,0,0,17,1,0,4,5,1,2,3,0,5
552,0,1,15,2,0,4,2,1,2,3,0,5
553,0,1,15,1,1,4,2,1,1,2,0,5
554,0,1,15,2,0,3,2,1,1,2,0,3
555,0,1,15,2,0,3,2,1,1,2,0,5
556,0,1,15,2,1,3,4,2,4,6,1,1
557,0,0,16,1,1,3,2,2,1,3,0,5
558,0,0,15,1,0,5,5,2,5,7,1,5
559,0,0,18,1,1,3,5,2,5,7,1,4
560,0,0,16,1,1,4,4,3,5,8,1,5
561,0,1,15,3,1,2,1,2,3,5,1,3
562,0,0,19,1,1,5,4,1,1,2,0,4
563,0,1,17,1,1,2,1,1,1,2,0,4
564,0,0,15,2,0,4,4,1,1,2,0,1
565,0,0,17,1,0,2,2,3,3,6,1,5
566,0,1,18,1,0,2,5,1,5,6,1,4
567,0,0,16,1,0,2,2,1,2,3,0,3
568,0,0,16,2,1,5,5,4,4,8,1,5
569,0,0,16,1,0,4,5,3,5,8,1,5
570,0,0,17,1,1,3,2,2,2,4,0,5
571,0,0,17,2,1,4,4,1,4,5,1,3
572,0,0,15,1,0,4,4,2,4,6,1,5
573,0,0,16,1,0,3,3,1,4,5,1,2
574,0,0,17,2,1,3,5,1,5,6,1,5
575,0,0,17,1,0,5,2,1,1,2,0,2
576,0,0,16,2,0,3,5,2,4,6,1,4
577,0,1,16,2,1,2,3,1,1,2,0,3
578,0,1,16,2,0,1,5,1,1,2,0,4
579,0,1,16,2,1,4,2,1,1,2,0,3
580,0,0,16,1,0,4,5,2,4,6,1,2
581,0,0,16,2,1,3,2,1,1,2,0,3
582,0,0,17,2,0,4,4,1,3,4,0,5
583,0,1,16,2,1,3,5,1,1,2,0,3
584,0,1,16,2,0,4,5,1,1,2,0,4
585,0,0,17,2,0,4,4,4,4,8,1,4
586,0,1,16,2,0,4,4,1,4,5,1,5
587,0,0,17,2,0,3,4,1,4,5,1,4
588,0,0,16,1,1,3,3,3,4,7,1,3
589,0,0,17,2,1,2,3,1,1,2,0,2
590,0,0,16,2,0,4,3,2,3,5,1,3
591,0,0,16,2,1,2,3,1,2,3,0,3
592,0,1,17,2,0,4,2,2,3,5,1,5
593,0,1,17,2,1,3,3,2,3,5,1,1
594,0,1,16,2,0,2,2,1,2,3,0,1
595,0,0,17,2,1,3,4,2,3,5,1,4
596,0,0,16,1,1,3,3,1,2,3,0,3
597,0,0,16,2,1,2,3,1,2,3,0,5
598,0,1,17,2,1,3,3,1,3,4,0,3
599,0,0,17,2,0,1,3,1,5,6,1,3
600,0,1,16,2,0,3,3,1,1,2,0,2
601,0,1,17,2,0,3,3,1,1,2,0,3
602,0,0,17,2,0,4,4,4,5,9,1,5
603,0,0,16,1,0,3,2,3,4,7,1,5
604,0,0,16,1,0,3,3,1,1,2,0,3
605,0,1,17,2,1,3,2,1,1,2,0,5
606,0,0,17,1,0,2,3,1,2,3,0,5
607,0,0,16,1,0,3,4,3,5,8,1,3
608,0,1,17,1,0,2,4,2,3,5,1,2
609,0,1,16,2,0,5,2,1,2,3,0,3
610,0,1,16,2,0,3,5,1,5,6,1,2
611,0,1,16,2,0,4,3,1,3,4,0,4
612,0,1,17,2,0,4,4,1,3,4,0,1
613,0,1,17,1,0,3,2,1,2,3,0,3
614,0,1,16,4,0,3,5,1,1,2,0,5
615,0,1,17,3,1,4,3,3,4,7,1,5
616,0,1,16,2,0,3,3,2,2,4,0,4
617,0,1,16,2,1,3,2,1,1,2,0,1
618,0,1,16,1,0,3,2,1,4,5,1,5
619,0,1,17,3,1,4,2,1,1,2,0,4
620,0,1,19,4,0,3,3,1,2,3,0,3
621,0,0,17,2,1,3,5,4,5,9,1,3
622,0,1,16,2,0,3,4,1,1,2,0,4
623,0,0,18,2,0,4,4,2,4,6,1,5
624,0,1,17,1,0,2,1,1,2,3,0,3
625,0,1,17,2,0,4,4,1,3,4,0,1
626,0,1,17,2,1,4,5,2,4,6,1,1
627,0,0,18,2,0,2,4,2,4,6,1,4
628,0,1,17,1,0,3,3,1,4,5,1,3
629,0,1,17,3,0,3,3,1,1,2,0,4
630,0,1,17,2,0,2,5,1,2,3,0,5
631,0,1,17,3,1,3,4,1,1,2,0,5
632,0,1,16,2,0,3,1,1,1,2,0,3
633,0,0,18,2,0,3,3,5,5,10,1,4
634,0,1,16,3,0,3,2,1,1,2,0,5
635,0,1,18,2,1,3,3,1,1,2,0,4
636,0,1,17,2,0,3,4,1,3,4,0,3
637,0,0,17,2,0,3,3,1,3,4,0,3
638,0,0,18,2,1,3,2,4,5,9,1,3
639,0,1,17,3,1,2,3,1,2,3,0,3
640,0,1,17,2,1,2,3,1,2,3,0,3
641,0,0,17,2,0,5,2,1,1,2,0,1
642,0,0,17,2,1,5,5,1,3,4,0,2
643,0,0,16,2,0,2,4,2,4,6,1,1
644,0,0,16,2,0,4,2,1,1,2,0,5
645,0,0,16,3,1,3,3,1,3,4,0,2
646,0,0,17,2,1,4,2,5,5,10,1,4
647,0,1,16,1,1,5,2,1,1,2,0,5
648,0,1,16,2,1,3,3,1,2,3,0,5
649,0,1,18,2,0,3,3,1,1,2,0,3
650,0,1,18,2,1,3,1,1,1,2,0,5
651,0,1,18,1,0,1,1,1,1,2,0,3
652,0,0,18,1,1,4,3,2,2,4,0,1
653,0,0,17,1,0,2,1,1,2,3,0,5
654,0,1,17,2,0,4,2,1,1,2,0,3
655,0,1,17,3,1,3,2,1,2,3,0,4
656,0,1,16,1,0,3,5,1,2,3,0,5
657,0,1,17,2,0,1,1,1,1,2,0,3
658,0,1,17,1,0,5,4,1,1,2,0,5
659,0,0,18,2,0,5,4,3,5,8,1,2
660,0,1,17,1,0,1,2,1,1,2,0,1
661,0,1,17,3,0,3,3,1,3,4,0,5
662,0,1,17,2,0,3,2,1,1,2,0,4
663,0,0,17,2,1,5,5,1,4,5,1,5
664,0,0,17,2,0,3,3,2,3,5,1,4
665,0,0,16,1,0,4,5,1,1,2,0,3
666,0,0,16,1,0,3,2,1,2,3,0,5
667,0,1,17,2,1,3,1,1,4,5,1,5
668,0,0,17,3,1,3,3,1,1,2,0,1
669,0,1,17,3,1,2,2,2,3,5,1,5
670,0,1,17,2,1,3,2,1,1,2,0,4
671,0,1,18,3,1,4,4,1,1,2,0,3
672,0,0,16,1,0,3,3,1,1,2,0,4
673,0,1,17,2,0,3,4,1,2,3,0,5
674,0,0,17,1,0,2,2,1,1,2,0,2
675,0,0,22,1,1,4,5,5,5,10,1,1
676,0,0,18,2,1,3,3,1,3,4,0,5
677,0,0,16,1,0,3,2,2,4,6,1,5
678,0,0,18,1,0,4,5,2,4,6,1,5
679,0,0,16,2,0,3,3,1,3,4,0,2
680,0,0,18,1,0,2,5,2,5,7,1,5
681,0,0,16,1,0,3,2,1,3,4,0,3
682,0,0,17,1,0,4,2,2,4,6,1,5
683,0,0,17,1,0,4,4,1,2,3,0,5
684,0,1,18,2,1,3,4,1,3,4,0,5
685,0,1,17,4,0,2,3,1,1,2,0,4
686,0,1,19,2,0,3,3,1,1,2,0,5
687,0,0,18,2,0,4,5,4,4,8,1,5
688,0,1,17,3,0,3,4,1,3,4,0,5
689,0,1,18,3,0,4,3,2,3,5,1,3
690,0,1,18,2,0,2,3,1,1,2,0,5
691,0,0,19,2,0,3,1,1,1,2,0,1
692,0,0,18,2,0,2,4,1,2,3,0,4
693,0,0,17,1,0,2,2,1,1,2,0,4
694,0,1,17,4,1,4,1,1,1,2,0,2
695,0,1,20,2,1,2,3,1,2,3,0,2
696,0,1,18,2,1,1,2,1,3,4,0,2
